title,store,original_price,current_price
Nūdeles Reeva Ar Siera Un Bekona Garšu 60g,etop.lv,"0,74 € - 0,94 €",0.44
Pudiņš Baltais Krējuma Tropu Augļu Garša 150g,etop.lv,"0,99 € - 1,19 €",0.69
Pudiņš Baltais Krējuma Saldo Ķiršu Garša 150g,etop.lv,"0,99 € - 1,19 €",0.69
Saldējums Tip Top Vaniļas Garšas Vafeļu Glāze 65g,etop.lv,‌,0.49
Garšviela Santa Maria Vistas Gaļai 90g,etop.lv,"2,15 € - 2,35 €",1.75
Garšviela Santa Maria Maltās Gaļas 80g,etop.lv,"2,19 € - 2,39 €",1.79
Vafeles Selga Ar Dzērveņu Garšu 180g,etop.lv,"1,59 € - 1,79 €",1.19
Musli Batoniņš Nestle Šokolādes 35g,etop.lv,"0,69 € - 0,83 €",0.49
Musli Batoniņš Nestle Šokolādes Un Banānu 35g,etop.lv,"0,69 € - 0,83 €",0.49
Siers Brie President Natural 125g,etop.lv,‌,1.49
Siers Brie President Ar Olīvām 125g,etop.lv,‌,1.49
Siers Brie President Ar Valriekstiem 125g,etop.lv,‌,1.49
Kafijas Kapsulas Nescafe Dg Cafe Aulait 160g,etop.lv,‌,5.99
Auzu Kulinārijas Krēms Tere 15% 250ml,etop.lv,‌,1.29
Sausās Brokastis Nestle Cini Minis 645g,etop.lv,‌,4.39
Sausās Brokastis Nestle Cookie Crisp 625g,etop.lv,‌,4.39
Sausās Brokastis Nestle Nesquik 625g,etop.lv,‌,4.39
Biezenis Hipp Ābolu Zemeņu Banānu 4+ 100g,etop.lv,"1,65 € - 1,85 €",1.25
Desa Vigesta Gardute Vārīta 800g,etop.lv,‌,1.69
Matu Kondic.elseve Color Vive 200ml,etop.lv,‌,3.39
Garšviela Santa Maria Medījumam 30g,etop.lv,"1,69 € - 1,89 €",1.29
Garšviela Santa Maria Piedeva Spageti 22g,etop.lv,"1,05 € - 1,25 €",0.75
Desa Rīgas Miesnieks Doktora Klasiskā Šķēlēs 190g,etop.lv,‌,1.19
Autiņbiksītes Pampers Pants S4 9-15kg 48gab,etop.lv,‌,11.99
Autiņbiksītes Pampers Pants S6 15+kg 36gab,etop.lv,‌,11.99
Desa Rīgas Miesnieks Doktora Ekstra 350g,etop.lv,‌,1.99
Cīsiņi Rīgas Miesnieks Rakveres 500g,etop.lv,‌,2.79
Garšviela Santa Maria Gaļas Kopējā 70g,etop.lv,‌,1.59
Garšviela Santa Maria Kartupeļiem 100g,etop.lv,"2,15 € - 2,35 €",1.75
Garšviela Santa Maria Persilāde 35g,etop.lv,"0,99 € - 1,19 €",0.69
Desa Nākotne Iecienītā Tējas 500g,etop.lv,‌,2.19
Banānu Čipsi Alis Co 200g,etop.lv,"1,79 € - 1,99 €",1.39
Rozīnes Alis Co Gold 200g,etop.lv,"1,79 € - 1,99 €",1.39
Zemesrieksti Alis Co Grauzdēti Sālīti 200g,etop.lv,"1,29 € - 1,49 €",0.99
Zemesrieksti Alis Co Lobīti 200g,etop.lv,"1,25 € - 1,45 €",0.95
Mandeles Alis Co 200g,etop.lv,"3,59 € - 3,89 €",2.99
Riekstu Augļu Maisījums Alis Co Studentu Brokastis 200g,etop.lv,"1,79 € - 1,99 €",1.39
Eļļa Oleina Rapšu 1l,etop.lv,"3,29 € - 3,59 €",2.69
Saldējums Pols Klasiskais Šokolādes Glazūrā Uz Kociņa 75g,etop.lv,"0,89 € - 1,09 €",0.59
Saldējums Pols Plombīra Šokolādes Glazūrā Uz Kociņa 75g,etop.lv,"0,89 € - 1,09 €",0.59
Cūkgaļa Rgk Cepšanai Ķiploku Mērcē 500g,etop.lv,"3,59 € - 3,89 €",2.99
Siļķu Fileja Elanders Mājas Gaumē 200g,etop.lv,‌,1.89
Ziepes Palmolive Kumelīšu Baltas 90g,etop.lv,"0,89 € - 1,09 €",0.59
Olbaltumvielu Dzēriens Piena Spēks Zemeņu 460g,etop.lv,‌,1.39
Barība Kaķiem Kons.gourmet Gold Laša-vistas Gab. Mērcē 85g,etop.lv,"0,79 € - 0,99 €",0.49
Barība Kaķiem Kons.gourmet Gold Pastēte Liellopa 85g,etop.lv,"0,79 € - 0,99 €",0.49
Barība Kaķiem Kons.gourmet Gold Pastēte Vistas 85g,etop.lv,"0,79 € - 0,99 €",0.49
Barība Kaķiem Kons.gourmet Gold Pastēte Tītara 85g,etop.lv,"0,79 € - 0,99 €",0.49
Barība Kaķiem Kons.gourmet Gold Pastēte Tuncis-makrele 85g,etop.lv,"0,79 € - 0,99 €",0.49
Barība Kaķiem Kons.gourmet Gold Duo Liellops-vista 85g,etop.lv,"0,79 € - 0,99 €",0.49
Rolāde Ķekava Cāļa Aknu 400g,etop.lv,‌,1.99
Sērkociņi Tip Top Safety Matches Top Logo Lielie 30gab,etop.lv,‌,0.39
Zefīrs Laima Melleņu 200g,etop.lv,"2,19 € - 2,39 €",1.79
Siera Desa Dzintars Kausēta Kūpināta 295g,etop.lv,‌,2.49
Dateles Alis Co Bez Kauliņiem 200g,etop.lv,"1,02 € - 1,22 €",0.72
Melnplūmes Alis Co 500g,etop.lv,"4,29 € - 4,69 €",3.59
Skābais Krējums Valmiera 15% 450g,etop.lv,‌,1.59
Skābais Krējums Valmiera 20% 450g,etop.lv,‌,1.59
Makaroni Dobele Spaghetti Nr.5 500g,etop.lv,"1,19 € - 1,39 €",0.89
Ribiņas Nākotne Cūkas Bbq Mērcē 500g,etop.lv,"5,69 € - 6,09 €",4.99
Saulespuķu Sēklas Alis Co Lobītas 500g,etop.lv,"2,65 € - 3,05 €",1.39
Zemesrieksti Alis Co Lobīti Grauzdēti Sāļie 500g,etop.lv,"2,69 € - 2,99 €",2.09
Ananāsi Alis Co Gabaliņi 200g,etop.lv,"2,15 € - 2,35 €",1.75
Riekstu Augļu Maisījums Alis Co Jūras Pērle 150g,etop.lv,"2,65 € - 2,95 €",2.05
Pistācijas Alis Co Grauzdētas Un Sālītas 100g,etop.lv,"2,69 € - 2,99 €",2.09
Rieksti Alis Co Indijas 120g,etop.lv,"2,59 € - 2,89 €",1.99
Rieksti Alis Co Lazdu Lobīti 120g,etop.lv,"3,59 € - 3,89 €",2.99
Mandeles Alis Co 120g,etop.lv,"2,19 € - 2,39 €",1.79
Mandeles Alis Co Grauzdētas Sālītas 120g,etop.lv,"2,49 € - 2,79 €",1.89
Valrieksti Alis Co Lobīti 100g,etop.lv,"1,79 € - 1,99 €",1.39
Jogurts Baltais Grieķu Bez Piedevām 400g,etop.lv,‌,1.49
Tualetes Papīrs Tip Top 3 Kārtas 8 Ruļļi,etop.lv,‌,2.49
Griķi Valdo 125gx8,etop.lv,"3,29 € - 3,59 €",2.69
D Enerģijas Dzēr.cult Original 500ml Can,etop.lv,‌,0.89
D Dzēriens Pepsi Gāz.1.5l Pet,etop.lv,‌,1.29
D Dzēriens Fantastika Citronu Laima Gāz.1.5l Pet,etop.lv,"1,39 € - 1,45 €",1.09
D Dzēriens Fantastika  Apelsīnu Gāz.1.5l Pet,etop.lv,"1,39 € - 1,45 €",1.09
D Dzēriens Sun Set Toniks Gāz.1.5l Pet,etop.lv,"1,79 € - 1,85 €",1.19
Tualetes Papīrs Grite Orchidea 3kārtas  8ruļļi,etop.lv,"3,59 € - 3,89 €",2.99
Desa Costa Brava Fuet Iberico 150g,etop.lv,‌,2.39
Eļļa Gourmante Olīvu Extra Virgin P.d.o.kalamanta 500ml,etop.lv,"9,99 € - 10,89 €",8.99
Eļļa Borges Vīnogu Kauliņu 500ml,etop.lv,‌,5.39
D Enerģijas Dzēr.dynami:t 500ml Pet,etop.lv,‌,0.85
Musli Graci Funkcionālais Enerģiskais 400g,etop.lv,‌,2.65
Kafija Malta Paulig In Cup 500g,etop.lv,"7,99 € - 8,89 €",6.99
Dzēriens Deary Auzu Barista 1l Uht,etop.lv,‌,1.99
D Dzēriens Pepsi Gāz.2l Pet,etop.lv,"2,89 € - 2,92 €",1.69
Piens Baltais 2% 1l Pudelē,etop.lv,‌,0.89
Musli Batoniņš Nestle Zemeņu 35g,etop.lv,"0,69 € - 0,83 €",0.49
Musli Graci Funkcionālais Vieglais 300g,etop.lv,‌,2.65
Musli Graci Funkcionālais Skaistumam 300g,etop.lv,‌,2.65
Tortilla Gunz Kviešu 320g,etop.lv,"1,56 € - 1,84 €",1.19
Tortilla Gunz Kviešu Pilngraudu 250g,etop.lv,"1,65 € - 1,85 €",1.19
Skūšanās Želeja  Gillette Fusion5 Sensitive Almond Oil 200ml,etop.lv,"7,49 € - 7,75 €",4.99
Skuvekļi Gillette 2 Vienreizliet.vīr.5gab.,etop.lv,"2,59 € - 2,99 €",1.99
Barība Kaķiem Kons.whiskas Ar Mājputnu Gaļas Izlase 7+85gx4,etop.lv,"2,35 € - 2,45 €",1.49
Barība Kaķiem Kons.whiskas Pure Delight Mājput.gaļ.izl.85gx4,etop.lv,"1,89 € - 2,09 €",1.49
Barība Kaķiem Kons.whiskas Pure Delight Jauktā Izlase 85gx4,etop.lv,"1,89 € - 2,09 €",1.49
Makaroni Italpasta Penne Rigate Nr.30 500g,etop.lv,"1,69 € - 1,89 €",1.29
Makaroni Italpasta Conchiglie Nr.39 500g,etop.lv,"1,69 € - 1,89 €",1.29
Kabatlakatiņi Tip Top 3 Kārtas 1gab,etop.lv,‌,0.25
Kabatlakatiņi Tip Top 3kārtas 10x10gab,etop.lv,‌,1.59
Tēja Melnā Dilmah Upeņu 1.5gx20,etop.lv,"1,93 € - 2,13 €",1.53
Tēja Melnā Dilmah Citronu 1.5gx20,etop.lv,"1,93 € - 2,13 €",1.53
Sausās Brokastis Nestle Cini Minis 375g,etop.lv,"3,99 € - 4,49 €",2.99
Sausās Brokastis Nestle Nesquik 375g,etop.lv,"3,99 € - 4,49 €",2.99
Eļļa Tip Top Rapšu 1l,etop.lv,‌,1.99
Sald. Pica Dr. Oetker Feliciana Ar Prosciutto Un Pesto 360g,etop.lv,"4,39 € - 4,49 €",2.49
Garšviela Vegeta Universālā 250g,etop.lv,"2,49 € - 2,79 €",1.89
Baltmaize Tip Top 500g,etop.lv,‌,0.52
Biezpiena Sieriņš Magija Ar Želejas Gabaliņiem 45g,etop.lv,‌,0.35
Autiņbiksītes Pampers Pants Splashers S4 9-15kg 11gab,etop.lv,‌,4.79
Konfekšu Kārba Roshen Tumšās Šok. Asorti Ar Pildījumu 154g,etop.lv,"3,59 € - 3,89 €",2.99
Jogurts Baltais Turku Bez Piedevām 300g,etop.lv,"1,39 € - 1,45 €",0.99
Barība Kaķiem Sausā Tip Top Ar Vistu 500g,etop.lv,‌,1.09
Barība Kaķiem Sausā Tip Top Ar Gaļu 500g,etop.lv,‌,1.09
Smiltis Kaķiem Tip Top Necementējošas 5kg,etop.lv,‌,2.59
Jogurts Rasēns Zemeņu-banānu Ar Piena Šokol.konfektēm 110g,etop.lv,‌,0.69
Gardums Kaķiem Felix Party Mix Original Mix 60g,etop.lv,"1,95 € - 1,99 €",1.29
Gardums Kaķiem Felix Party Ocean Mix 60g,etop.lv,"1,95 € - 1,99 €",1.29
Jogurts Müller Mix Makadāmijas Ar Šokolādes Zvaigznītēm 130g,etop.lv,‌,0.69
Jogurts Müller Mix Ar Šokolādes Bumbiņām 130g,etop.lv,‌,0.69
Šķidrās Ziepes Palmolive Naturals Black Orchid 300ml,etop.lv,"2,49 € - 2,79 €",1.89
Šķidrās Ziepes Palmolive Naturals Olive Milk 300ml,etop.lv,"2,49 € - 2,79 €",1.89
Stilbi Ķekava Cāļu  A Kat. 500g,etop.lv,‌,1.69
Tomātu Mērce Runa Sacebeli 485g,etop.lv,"2,05 € - 2,25 €",1.65
Dušas Želeja Palmolive Orchid  500ml,etop.lv,‌,3.69
Barība Kaķiem Kons.gourmet Gold Lasis 85g,etop.lv,"0,79 € - 0,99 €",0.49
Musli Batoniņš Herkuless Ar Zemenēm Jogurtu 25g,etop.lv,"0,65 € - 0,85 €",0.35
Cepumi Selga Ar Šokolādes Garšu 180g,etop.lv,"1,19 € - 1,39 €",0.89
Cepumi Selga Ar Iebiez.piena Garšu 180g,etop.lv,"1,19 € - 1,29 €",0.89
Cepumi Selga Klasiskie 180g,etop.lv,"1,25 € - 1,29 €",0.89
Garšviela Santa Maria Gaļas Kopējā 35g,etop.lv,"1,09 € - 1,29 €",0.79
Garšviela Santa Maria Kartupeļiem 30g,etop.lv,"1,09 € - 1,29 €",0.79
Auzu Biezputra Herkuless Ar Ķiršu Gab. 35g,etop.lv,"0,62 € - 0,82 €",0.32
Auzu Biezputra Herkuless Ar Melleņu Gab. 35g,etop.lv,"0,62 € - 0,82 €",0.32
Dzēriens Cigoriņu Šķīstošs Galka Pakā Ar Mežrozēm 100g,etop.lv,"1,29 € - 1,49 €",0.99
Dzēriens Cigoriņu Šķīstošs Galka Ar Vilkābeli Un Melisu 100g,etop.lv,"1,29 € - 1,49 €",0.99
Dzēriens Cigoriņi Šķīstošs Galka Stikla Burciņā 200g,etop.lv,"1,85 € - 2,05 €",1.45
Trauku Mazg.līdz.mayeri Sensitive 500ml,etop.lv,"1,79 € - 1,99 €",1.39
Gurķi Spilva Marinēti 6-9cm 670g,etop.lv,"2,59 € - 2,89 €",1.99
Kafija Malta Lavazza Oro 250g,etop.lv,"10,99 € - 11,59 €",5.99
Pastēte Nākotne Liellopu Aknu 180g,etop.lv,"1,59 € - 1,79 €",1.19
Kafija Malta Paulig Classic 500g,etop.lv,‌,7.29
Kafijas Pupiņas Paulig Arabica 1kg,etop.lv,‌,15.29
Barība Kaķiem Kons.friskies Zivju Izlase 85gx4,etop.lv,"1,59 € - 1,69 €",1.19
Barība Kaķiem Kons.friskies Gaļas Izlase 85gx4,etop.lv,"1,59 € - 1,69 €",1.19
Barība Kaķiem Kons.friskies Junior Ar Vistas Gaļu 85gx4,etop.lv,"1,59 € - 1,69 €",1.19
Rulete Rulē Ar Želejas Gabaliņiem 300g,etop.lv,"3,59 € - 3,89 €",2.99
Sērkociņi Tip Top Safety Matches Top Logo,etop.lv,‌,0.04
Makaroni Dobele Filini Piccoli Nr.388 500g,etop.lv,"1,19 € - 1,39 €",0.89
Vafeles Selga Ar Vaniļas Garšu 180g,etop.lv,"1,59 € - 1,79 €",1.19
Zaļie Zirnīši Bonduelle 800g,etop.lv,‌,2.49
Kukurūza Bonduelle 670g,etop.lv,‌,2.69
Krēmsiers Rasa Ar Zaļumiem 180g,etop.lv,‌,1.29
Krēmsiers Rasa Klasiskais 180g,etop.lv,‌,1.29
Konfekšu Kārba Laima Rozes Asorti Tumšā 95g,etop.lv,"3,99 € - 4,39 €",3.29
Auzu Biezputra Herkuless Ar Pienu Un Šokolādi 35g,etop.lv,"0,62 € - 0,82 €",0.32
Kūka Smiltene Siera Ar Sāļo Karameli 500g,etop.lv,"5,89 € - 6,49 €",4.69
Kokosriekstu Piens Dechoice 400ml,etop.lv,‌,1.29
Sausās Brokastis Tip Top Pārslas Ar Kakao 200g,etop.lv,‌,0.89
Sausās Brokastis Tip Top Spilventiņi Ar Vaniļas Garšu 175g,etop.lv,‌,0.99
Sausās Brokastis Tip Top Bumbiņas Ar Kakao 200g,etop.lv,‌,0.89
Sausās Brokastis Tip Top Kvieši Ar Medu 200g,etop.lv,‌,0.99
Sausās Brokastis Tip Top Spilventiņi Ar Šok.garšu 175g,etop.lv,‌,0.99
Tostermaize Fazer Ierauga 450g,etop.lv,"1,89 € - 2,09 €",1.49
Rulete Rm Cāļa Filejas Šķēlēs 100g,etop.lv,"1,79 € - 1,99 €",1.39
Kafijas Kapsulas Nescafe Dg Grande Intenso 132.8g,etop.lv,‌,5.99
Olbaltumvielu Dzēriens Piena Spēks Vaniļas 460g,etop.lv,‌,1.39
Salvetes Kosmētiskās Grite Orchidea 3kārtas 100lapas,etop.lv,"1,79 € - 1,99 €",1.39
Skūšanās Želeja Gillette Cleansing With Charcoal 200ml,etop.lv,"6,69 € - 7,15 €",3.99
Desa Rm Doktora Eksporta 400g,etop.lv,"1,99 € - 2,19 €",1.59
Siers Holandes Tip Top Šķēlēs 150g,etop.lv,‌,1.39
Siers Tilzītes Tip Top 200g,etop.lv,"2,19 € - 2,19 €",1.79
Siers Tilzītes Tip Top Šķēlēs 150g,etop.lv,‌,1.39
Siers Holandes Tip Top 200g,etop.lv,"2,19 € - 2,19 €",1.79
